Concepto turístico,Continente,CCAA de destino,Periodo,Año,Total
Pernoctaciones,África,Aragón,2021M03,2021,7419
Pernoctaciones,África,Aragón,2021M02,2021,5889
Pernoctaciones,África,Aragón,2021M01,2021,5623
Pernoctaciones,África,Aragón,2020M12,2020,13140
Pernoctaciones,África,Aragón,2020M11,2020,10645
Pernoctaciones,África,Aragón,2020M10,2020,14157
Pernoctaciones,África,Aragón,2020M09,2020,11049
Pernoctaciones,África,Aragón,2020M08,2020,13109
Pernoctaciones,África,Aragón,2020M07,2020,14796
Pernoctaciones,África,Aragón,2020M06,2020,7572
Pernoctaciones,África,Aragón,2020M05,2020,10191
Pernoctaciones,África,Aragón,2020M04,2020,9191
Pernoctaciones,África,Aragón,2020M03,2020,15951
Pernoctaciones,África,Aragón,2020M02,2020,16567
Pernoctaciones,África,Aragón,2020M01,2020,22296
Pernoctaciones,África,Aragón,2019M12,2019,21963
Pernoctaciones,África,Aragón,2019M11,2019,19360
Pernoctaciones,África,Aragón,2019M10,2019,24511
Pernoctaciones,África,Aragón,2019M09,2019,19534
Pernoctaciones,África,Aragón,2019M08,2019,19240
Pernoctaciones,África,Aragón,2019M07,2019,14137
Pernoctaciones,África,"Asturias, Principado de",2022M09,2022,2834
Pernoctaciones,África,"Asturias, Principado de",2022M08,2022,3443
Pernoctaciones,África,"Asturias, Principado de",2022M07,2022,2201
Pernoctaciones,África,"Asturias, Principado de",2022M06,2022,2043
Pernoctaciones,África,"Asturias, Principado de",2022M05,2022,1949
Pernoctaciones,África,"Asturias, Principado de",2022M04,2022,1920
Pernoctaciones,África,"Asturias, Principado de",2022M03,2022,1765
Pernoctaciones,África,"Asturias, Principado de",2022M02,2022,1956
Pernoctaciones,África,"Asturias, Principado de",2022M01,2022,1790
Pernoctaciones,África,"Asturias, Principado de",2021M12,2021,1729
Pernoctaciones,África,"Asturias, Principado de",2021M11,2021,1607
Pernoctaciones,África,"Asturias, Principado de",2021M10,2021,1956
Pernoctaciones,África,"Asturias, Principado de",2021M09,2021,1711
Pernoctaciones,África,"Asturias, Principado de",2021M08,2021,2116
Pernoctaciones,África,"Asturias, Principado de",2021M07,2021,1433
Pernoctaciones,África,"Asturias, Principado de",2021M06,2021,1093
Pernoctaciones,África,"Asturias, Principado de",2021M05,2021,1162
Pernoctaciones,África,"Asturias, Principado de",2021M04,2021,1378
Pernoctaciones,África,"Asturias, Principado de",2021M03,2021,1835
Pernoctaciones,África,"Asturias, Principado de",2021M02,2021,1061
Pernoctaciones,África,"Asturias, Principado de",2021M01,2021,1227
Pernoctaciones,África,"Asturias, Principado de",2020M12,2020,2265
Pernoctaciones,África,"Asturias, Principado de",2020M11,2020,1700
Pernoctaciones,África,"Asturias, Principado de",2020M10,2020,2410
Pernoctaciones,África,"Asturias, Principado de",2020M09,2020,1931
Pernoctaciones,África,"Asturias, Principado de",2020M08,2020,3199
Pernoctaciones,África,"Asturias, Principado de",2020M07,2020,2387
Pernoctaciones,África,"Asturias, Principado de",2020M06,2020,1277
Pernoctaciones,África,"Asturias, Principado de",2020M05,2020,1483
Pernoctaciones,África,"Asturias, Principado de",2020M04,2020,1483
Pernoctaciones,África,"Asturias, Principado de",2020M03,2020,2740
Pernoctaciones,África,"Asturias, Principado de",2020M02,2020,3034
Pernoctaciones,África,"Asturias, Principado de",2020M01,2020,4279
Pernoctaciones,África,"Asturias, Principado de",2019M12,2019,4273
Pernoctaciones,África,"Asturias, Principado de",2019M11,2019,3175
Pernoctaciones,África,"Asturias, Principado de",2019M10,2019,3986
Pernoctaciones,África,"Asturias, Principado de",2019M09,2019,3995
Pernoctaciones,África,"Asturias, Principado de",2019M08,2019,3591
Pernoctaciones,África,"Asturias, Principado de",2019M07,2019,2303
Pernoctaciones,África,"Balears, Illes",2022M09,2022,38710
Pernoctaciones,África,"Balears, Illes",2022M08,2022,53956
Pernoctaciones,África,"Balears, Illes",2022M07,2022,41645
Pernoctaciones,África,"Balears, Illes",2022M06,2022,34610
Pernoctaciones,África,"Balears, Illes",2022M05,2022,28925
Pernoctaciones,África,"Balears, Illes",2022M04,2022,19475
Pernoctaciones,África,"Balears, Illes",2022M03,2022,11712
Pernoctaciones,África,"Balears, Illes",2022M02,2022,10590
Pernoctaciones,África,"Balears, Illes",2022M01,2022,11066
Pernoctaciones,África,"Balears, Illes",2021M12,2021,10571
Pernoctaciones,África,"Balears, Illes",2021M11,2021,12629
Pernoctaciones,África,"Balears, Illes",2021M10,2021,19706
Pernoctaciones,África,"Balears, Illes",2021M09,2021,22360
Pernoctaciones,África,"Balears, Illes",2021M08,2021,19988
Pernoctaciones,África,"Balears, Illes",2021M07,2021,13820
Pernoctaciones,África,"Balears, Illes",2021M06,2021,9084
Pernoctaciones,África,"Balears, Illes",2021M05,2021,8224
Pernoctaciones,África,"Balears, Illes",2021M04,2021,7039
Pernoctaciones,África,"Balears, Illes",2021M03,2021,8176
Pernoctaciones,África,"Balears, Illes",2021M02,2021,7321
Pernoctaciones,África,"Balears, Illes",2021M01,2021,6057
Pernoctaciones,África,"Balears, Illes",2020M12,2020,13438
Pernoctaciones,África,"Balears, Illes",2020M11,2020,14496
Pernoctaciones,África,"Balears, Illes",2020M10,2020,18599
Pernoctaciones,África,"Balears, Illes",2020M09,2020,13493
Pernoctaciones,África,"Balears, Illes",2020M08,2020,20869
Pernoctaciones,África,"Balears, Illes",2020M07,2020,17810
Pernoctaciones,África,"Balears, Illes",2020M06,2020,9275
Pernoctaciones,África,"Balears, Illes",2020M05,2020,10986
Pernoctaciones,África,"Balears, Illes",2020M04,2020,10409
Pernoctaciones,África,"Balears, Illes",2020M03,2020,20193
Pernoctaciones,África,"Balears, Illes",2020M02,2020,22651
Pernoctaciones,África,"Balears, Illes",2020M01,2020,22615
Pernoctaciones,África,"Balears, Illes",2019M12,2019,23707
Pernoctaciones,África,"Balears, Illes",2019M11,2019,26078
Pernoctaciones,África,"Balears, Illes",2019M10,2019,35295
Pernoctaciones,África,"Balears, Illes",2019M09,2019,37041
Pernoctaciones,África,"Balears, Illes",2019M08,2019,56641
Pernoctaciones,África,"Balears, Illes",2019M07,2019,30888
Pernoctaciones,África,Canarias,2022M09,2022,43074
Pernoctaciones,África,Canarias,2022M08,2022,57701
Pernoctaciones,África,Canarias,2022M07,2022,38233
Pernoctaciones,África,Canarias,2022M06,2022,41017
Pernoctaciones,África,Canarias,2022M05,2022,31938
Pernoctaciones,África,Canarias,2022M04,2022,29470
Pernoctaciones,África,Canarias,2022M03,2022,45275
Pernoctaciones,África,Canarias,2022M02,2022,66848
Pernoctaciones,África,Canarias,2022M01,2022,43148
Pernoctaciones,África,Canarias,2021M12,2021,42412
Pernoctaciones,África,Canarias,2021M11,2021,44754
Pernoctaciones,África,Canarias,2021M10,2021,51147
Pernoctaciones,África,Canarias,2021M09,2021,37887
Pernoctaciones,África,Canarias,2021M08,2021,23862
Pernoctaciones,África,Canarias,2021M07,2021,23241
Pernoctaciones,África,Canarias,2021M06,2021,19009
Pernoctaciones,África,Canarias,2021M05,2021,23739
Pernoctaciones,África,Canarias,2021M04,2021,19651
Pernoctaciones,África,Canarias,2021M03,2021,27904
Pernoctaciones,África,Canarias,2021M02,2021,36293
Pernoctaciones,África,Canarias,2021M01,2021,32101
Pernoctaciones,África,Canarias,2020M12,2020,100257
Pernoctaciones,África,Canarias,2020M11,2020,57797
Pernoctaciones,África,Canarias,2020M10,2020,43420
Pernoctaciones,África,Canarias,2020M09,2020,22830
Pernoctaciones,África,Canarias,2020M08,2020,19539
Pernoctaciones,África,Canarias,2020M07,2020,24682
Pernoctaciones,África,Canarias,2020M06,2020,13653
Pernoctaciones,África,Canarias,2020M05,2020,18183
Pernoctaciones,África,Canarias,2020M04,2020,15745
Pernoctaciones,África,Canarias,2020M03,2020,26508
Pernoctaciones,África,Canarias,2020M02,2020,35283
Pernoctaciones,África,Canarias,2020M01,2020,42966
Pernoctaciones,África,Canarias,2019M12,2019,36928
Pernoctaciones,África,Canarias,2019M11,2019,35105
Pernoctaciones,África,Canarias,2019M10,2019,38065
Pernoctaciones,África,Canarias,2019M09,2019,33303
Pernoctaciones,África,Canarias,2019M08,2019,46041
Pernoctaciones,África,Canarias,2019M07,2019,24332
Pernoctaciones,África,Cantabria,2022M09,2022,2026
Pernoctaciones,África,Cantabria,2022M08,2022,2474
Pernoctaciones,África,Cantabria,2022M07,2022,1826
Pernoctaciones,África,Cantabria,2022M06,2022,1978
Pernoctaciones,África,Cantabria,2022M05,2022,1902
Pernoctaciones,África,Cantabria,2022M04,2022,1434
Pernoctaciones,África,Cantabria,2022M03,2022,1264
Pernoctaciones,África,Cantabria,2022M02,2022,1406
Pernoctaciones,África,Cantabria,2022M01,2022,991
Pernoctaciones,África,Cantabria,2021M12,2021,1148
Pernoctaciones,África,Cantabria,2021M11,2021,1222
Pernoctaciones,África,Cantabria,2021M10,2021,1492
Pernoctaciones,África,Cantabria,2021M09,2021,1262
Pernoctaciones,África,Cantabria,2021M08,2021,1343
Pernoctaciones,África,Cantabria,2021M07,2021,1119
Pernoctaciones,África,Cantabria,2021M06,2021,999
Pernoctaciones,África,Cantabria,2021M05,2021,710
Pernoctaciones,África,Cantabria,2021M04,2021,807
Pernoctaciones,África,Cantabria,2021M03,2021,779
Pernoctaciones,África,Cantabria,2021M02,2021,811
Pernoctaciones,África,Cantabria,2021M01,2021,830
Pernoctaciones,África,Cantabria,2020M12,2020,1374
Pernoctaciones,África,Cantabria,2020M11,2020,1468
Pernoctaciones,África,Cantabria,2020M10,2020,2307
Pernoctaciones,África,Cantabria,2020M09,2020,1267
Pernoctaciones,África,Cantabria,2020M08,2020,1949
Pernoctaciones,África,Cantabria,2020M07,2020,1668
Pernoctaciones,África,Cantabria,2020M06,2020,1048
Pernoctaciones,África,Cantabria,2020M05,2020,1130
Pernoctaciones,África,Cantabria,2020M04,2020,949
Pernoctaciones,África,Cantabria,2020M03,2020,2274
Pernoctaciones,África,Cantabria,2020M02,2020,1786
Pernoctaciones,África,Cantabria,2020M01,2020,3038
Pernoctaciones,África,Cantabria,2019M12,2019,2868
Pernoctaciones,África,Cantabria,2019M11,2019,3102
Pernoctaciones,África,Cantabria,2019M10,2019,2195
Pernoctaciones,África,Cantabria,2019M09,2019,2933
Pernoctaciones,África,Cantabria,2019M08,2019,2702
Pernoctaciones,África,Cantabria,2019M07,2019,1534
Pernoctaciones,África,Castilla y León,2022M09,2022,16783
Pernoctaciones,África,Castilla y León,2022M08,2022,21727
Pernoctaciones,África,Castilla y León,2022M07,2022,13192
Pernoctaciones,África,Castilla y León,2022M06,2022,14277
Pernoctaciones,África,Castilla y León,2022M05,2022,12244
Pernoctaciones,África,Castilla y León,2022M04,2022,9898
Pernoctaciones,África,Castilla y León,2022M03,2022,10794
Pernoctaciones,África,Castilla y León,2022M02,2022,9201
Pernoctaciones,África,Castilla y León,2022M01,2022,9218
Pernoctaciones,África,Castilla y León,2021M12,2021,9053
Pernoctaciones,África,Castilla y León,2021M11,2021,9446
Pernoctaciones,África,Castilla y León,2021M10,2021,11243
Pernoctaciones,África,Castilla y León,2021M09,2021,11321
Pernoctaciones,África,Castilla y León,2021M08,2021,9741
Pernoctaciones,África,Castilla y León,2021M07,2021,7567
Pernoctaciones,África,Castilla y León,2021M06,2021,6573
Pernoctaciones,África,Castilla y León,2021M05,2021,6681
Pernoctaciones,África,Castilla y León,2021M04,2021,5763
Pernoctaciones,África,Castilla y León,2021M03,2021,8143
Pernoctaciones,África,Castilla y León,2021M02,2021,7279
Pernoctaciones,África,Castilla y León,2021M01,2021,5850
Pernoctaciones,África,Castilla y León,2020M12,2020,11323
Pernoctaciones,África,Castilla y León,2020M11,2020,9710
Pernoctaciones,África,Castilla y León,2020M10,2020,13121
Pernoctaciones,África,Castilla y León,2020M09,2020,10285
Pernoctaciones,África,Castilla y León,2020M08,2020,12143
Pernoctaciones,África,Castilla y León,2020M07,2020,12099
Pernoctaciones,África,Castilla y León,2020M06,2020,7033
Pernoctaciones,África,Castilla y León,2020M05,2020,8962
Pernoctaciones,África,Castilla y León,2020M04,2020,8224
Pernoctaciones,África,Castilla y León,2020M03,2020,14686
Pernoctaciones,África,Castilla y León,2020M02,2020,16332
Pernoctaciones,África,Castilla y León,2020M01,2020,20861
Pernoctaciones,África,Castilla y León,2019M12,2019,21741
Pernoctaciones,África,Castilla y León,2019M11,2019,18226
Pernoctaciones,África,Castilla y León,2019M10,2019,22731
Pernoctaciones,África,Castilla y León,2019M09,2019,22952
Pernoctaciones,África,Castilla y León,2019M08,2019,22210
Pernoctaciones,África,Castilla y León,2019M07,2019,13627
Pernoctaciones,África,Castilla - La Mancha,2022M09,2022,25891
Pernoctaciones,África,Castilla - La Mancha,2022M08,2022,23695
Pernoctaciones,África,Castilla - La Mancha,2022M07,2022,16418
Pernoctaciones,África,Castilla - La Mancha,2022M06,2022,17915
Pernoctaciones,África,Castilla - La Mancha,2022M05,2022,16105
Pernoctaciones,África,Castilla - La Mancha,2022M04,2022,11955
Pernoctaciones,África,Castilla - La Mancha,2022M03,2022,13238
Pernoctaciones,África,Castilla - La Mancha,2022M02,2022,12819
Pernoctaciones,África,Castilla - La Mancha,2022M01,2022,12448
Pernoctaciones,África,Castilla - La Mancha,2021M12,2021,11825
Pernoctaciones,África,Castilla - La Mancha,2021M11,2021,12176
Pernoctaciones,África,Castilla - La Mancha,2021M10,2021,16859
Pernoctaciones,África,Castilla - La Mancha,2021M09,2021,12772
Pernoctaciones,África,Castilla - La Mancha,2021M08,2021,12106
Pernoctaciones,África,Castilla - La Mancha,2021M07,2021,9707
Pernoctaciones,África,Castilla - La Mancha,2021M06,2021,8285
Pernoctaciones,África,Castilla - La Mancha,2021M05,2021,6796
Pernoctaciones,África,Castilla - La Mancha,2021M04,2021,6162
Pernoctaciones,África,Castilla - La Mancha,2021M03,2021,7990
Pernoctaciones,África,Castilla - La Mancha,2021M02,2021,7247
Pernoctaciones,África,Castilla - La Mancha,2021M01,2021,6673
Pernoctaciones,África,Castilla - La Mancha,2020M12,2020,15729
Pernoctaciones,África,Castilla - La Mancha,2020M11,2020,12059
Pernoctaciones,África,Castilla - La Mancha,2020M10,2020,17858
Pernoctaciones,África,Castilla - La Mancha,2020M09,2020,14545
Pernoctaciones,África,Castilla - La Mancha,2020M08,2020,17315
Pernoctaciones,África,Castilla - La Mancha,2020M07,2020,16427
Pernoctaciones,África,Castilla - La Mancha,2020M06,2020,9266
Pernoctaciones,África,Castilla - La Mancha,2020M05,2020,10854
Pernoctaciones,África,Castilla - La Mancha,2020M04,2020,11042
Pernoctaciones,África,Castilla - La Mancha,2020M03,2020,21236
Pernoctaciones,África,Castilla - La Mancha,2020M02,2020,22741
Pernoctaciones,África,Castilla - La Mancha,2020M01,2020,32929
Pernoctaciones,África,Castilla - La Mancha,2019M12,2019,31369
Pernoctaciones,África,Castilla - La Mancha,2019M11,2019,27494
Pernoctaciones,África,Castilla - La Mancha,2019M10,2019,32961
Pernoctaciones,África,Castilla - La Mancha,2019M09,2019,29568
Pernoctaciones,África,Castilla - La Mancha,2019M08,2019,25096
Pernoctaciones,África,Castilla - La Mancha,2019M07,2019,16475
Pernoctaciones,África,Cataluña,2022M09,2022,165571
Pernoctaciones,África,Cataluña,2022M08,2022,188577
Pernoctaciones,África,Cataluña,2022M07,2022,128024
Pernoctaciones,África,Cataluña,2022M06,2022,125637
Pernoctaciones,África,Cataluña,2022M05,2022,119344
Pernoctaciones,África,Cataluña,2022M04,2022,85398
Pernoctaciones,África,Cataluña,2022M03,2022,108081
Pernoctaciones,África,Cataluña,2022M02,2022,84717
Pernoctaciones,África,Cataluña,2022M01,2022,83669
Pernoctaciones,África,Cataluña,2021M12,2021,81074
Pernoctaciones,África,Cataluña,2021M11,2021,93545
Pernoctaciones,África,Cataluña,2021M10,2021,110499
Pernoctaciones,África,Cataluña,2021M09,2021,89464
Pernoctaciones,África,Cataluña,2021M08,2021,81907
Pernoctaciones,África,Cataluña,2021M07,2021,58320
Pernoctaciones,África,Cataluña,2021M06,2021,45480
Pernoctaciones,África,Cataluña,2021M05,2021,39100
Pernoctaciones,África,Cataluña,2021M04,2021,38644
Pernoctaciones,África,Cataluña,2021M03,2021,50419
Pernoctaciones,África,Cataluña,2021M02,2021,45173
Pernoctaciones,África,Cataluña,2021M01,2021,38502
Pernoctaciones,África,Cataluña,2020M12,2020,85030
Pernoctaciones,África,Cataluña,2020M11,2020,65289
Pernoctaciones,África,Cataluña,2020M10,2020,100833
Pernoctaciones,África,Cataluña,2020M09,2020,76407
Pernoctaciones,África,Cataluña,2020M08,2020,102602
Pernoctaciones,África,Cataluña,2020M07,2020,99740
Pernoctaciones,África,Cataluña,2020M06,2020,57451
Pernoctaciones,África,Cataluña,2020M05,2020,66567
Pernoctaciones,África,Cataluña,2020M04,2020,59305
Pernoctaciones,África,Cataluña,2020M03,2020,134158
Pernoctaciones,África,Cataluña,2020M02,2020,170649
Pernoctaciones,África,Cataluña,2020M01,2020,224175
Pernoctaciones,África,Cataluña,2019M12,2019,216989
Pernoctaciones,África,Cataluña,2019M11,2019,197951
Pernoctaciones,África,Cataluña,2019M10,2019,223682
Pernoctaciones,África,Cataluña,2019M09,2019,204232
Pernoctaciones,África,Cataluña,2019M08,2019,222581
Pernoctaciones,África,Cataluña,2019M07,2019,154598
Pernoctaciones,África,Comunitat Valenciana,2022M09,2022,107485
Pernoctaciones,África,Comunitat Valenciana,2022M08,2022,151887
Pernoctaciones,África,Comunitat Valenciana,2022M07,2022,78197
Pernoctaciones,África,Comunitat Valenciana,2022M06,2022,76248
Pernoctaciones,África,Comunitat Valenciana,2022M05,2022,65326
Pernoctaciones,África,Comunitat Valenciana,2022M04,2022,52016
Pernoctaciones,África,Comunitat Valenciana,2022M03,2022,67123
Pernoctaciones,África,Comunitat Valenciana,2022M02,2022,54509
Pernoctaciones,África,Comunitat Valenciana,2022M01,2022,56154
Pernoctaciones,África,Comunitat Valenciana,2021M12,2021,47659
Pernoctaciones,África,Comunitat Valenciana,2021M11,2021,52283
Pernoctaciones,África,Comunitat Valenciana,2021M10,2021,52465
Pernoctaciones,África,Comunitat Valenciana,2021M09,2021,45444
Pernoctaciones,África,Comunitat Valenciana,2021M08,2021,39911
Pernoctaciones,África,Comunitat Valenciana,2021M07,2021,30380
Pernoctaciones,África,Comunitat Valenciana,2021M06,2021,25193
Pernoctaciones,África,Comunitat Valenciana,2021M05,2021,23377
Pernoctaciones,África,Comunitat Valenciana,2021M04,2021,20050
Pernoctaciones,África,Comunitat Valenciana,2021M03,2021,26281
Pernoctaciones,África,Comunitat Valenciana,2021M02,2021,26292
Pernoctaciones,África,Comunitat Valenciana,2021M01,2021,21172
Pernoctaciones,África,Comunitat Valenciana,2020M12,2020,52430
Pernoctaciones,África,Comunitat Valenciana,2020M11,2020,38116
Pernoctaciones,África,Comunitat Valenciana,2020M10,2020,54220
Pernoctaciones,África,Comunitat Valenciana,2020M09,2020,42053
Pernoctaciones,África,Comunitat Valenciana,2020M08,2020,61101
Pernoctaciones,África,Comunitat Valenciana,2020M07,2020,59147
Pernoctaciones,África,Comunitat Valenciana,2020M06,2020,31668
Pernoctaciones,África,Comunitat Valenciana,2020M05,2020,35405
Pernoctaciones,África,Comunitat Valenciana,2020M04,2020,34910
Pernoctaciones,África,Comunitat Valenciana,2020M03,2020,79839
Pernoctaciones,África,Comunitat Valenciana,2020M02,2020,105844
Pernoctaciones,África,Comunitat Valenciana,2020M01,2020,136913
Pernoctaciones,África,Comunitat Valenciana,2019M12,2019,117810
Pernoctaciones,África,Comunitat Valenciana,2019M11,2019,113356
Pernoctaciones,África,Comunitat Valenciana,2019M10,2019,122711
Pernoctaciones,África,Comunitat Valenciana,2019M09,2019,141081
Pernoctaciones,África,Comunitat Valenciana,2019M08,2019,174955
Pernoctaciones,África,Comunitat Valenciana,2019M07,2019,108668
Pernoctaciones,África,Extremadura,2022M09,2022,7235
Pernoctaciones,África,Extremadura,2022M08,2022,8933
Pernoctaciones,África,Extremadura,2022M07,2022,4531
Pernoctaciones,África,Extremadura,2022M06,2022,5084
Pernoctaciones,África,Extremadura,2022M05,2022,4846
Pernoctaciones,África,Extremadura,2022M04,2022,3502
Pernoctaciones,África,Extremadura,2022M03,2022,3958
Pernoctaciones,África,Extremadura,2022M02,2022,2952
Pernoctaciones,África,Extremadura,2022M01,2022,3084
Pernoctaciones,África,Extremadura,2021M12,2021,3224
Pernoctaciones,África,Extremadura,2021M11,2021,3933
Pernoctaciones,África,Extremadura,2021M10,2021,3946
Pernoctaciones,África,Extremadura,2021M09,2021,3181
Pernoctaciones,África,Extremadura,2021M08,2021,3297
Pernoctaciones,África,Extremadura,2021M07,2021,2542
Pernoctaciones,África,Extremadura,2021M06,2021,2567
Pernoctaciones,África,Extremadura,2021M05,2021,2138
Pernoctaciones,África,Extremadura,2021M04,2021,1924
Pernoctaciones,África,Extremadura,2021M03,2021,2651
Pernoctaciones,África,Extremadura,2021M02,2021,2622
Pernoctaciones,África,Extremadura,2021M01,2021,2005
Pernoctaciones,África,Extremadura,2020M12,2020,3878
Pernoctaciones,África,Extremadura,2020M11,2020,3760
Pernoctaciones,África,Extremadura,2020M10,2020,5351
Pernoctaciones,África,Extremadura,2020M09,2020,3574
Pernoctaciones,África,Extremadura,2020M08,2020,5091
Pernoctaciones,África,Extremadura,2020M07,2020,4629
Pernoctaciones,África,Extremadura,2020M06,2020,3003
Pernoctaciones,África,Extremadura,2020M05,2020,3007
Pernoctaciones,África,Extremadura,2020M04,2020,2412
Pernoctaciones,África,Extremadura,2020M03,2020,5332
Pernoctaciones,África,Extremadura,2020M02,2020,5924
Pernoctaciones,África,Extremadura,2020M01,2020,8229
Pernoctaciones,África,Extremadura,2019M12,2019,8110
Pernoctaciones,África,Extremadura,2019M11,2019,7709
Pernoctaciones,África,Extremadura,2019M10,2019,8905
Pernoctaciones,África,Extremadura,2019M09,2019,8146
Pernoctaciones,África,Extremadura,2019M08,2019,10147
Pernoctaciones,África,Extremadura,2019M07,2019,4709
Pernoctaciones,África,Galicia,2022M09,2022,8607
Pernoctaciones,África,Galicia,2022M08,2022,9119
Pernoctaciones,África,Galicia,2022M07,2022,8141
Pernoctaciones,África,Galicia,2022M06,2022,7101
Pernoctaciones,África,Galicia,2022M05,2022,6780
Pernoctaciones,África,Galicia,2022M04,2022,5441
Pernoctaciones,África,Galicia,2022M03,2022,5707
Pernoctaciones,África,Galicia,2022M02,2022,4562
Pernoctaciones,África,Galicia,2022M01,2022,5688
Pernoctaciones,África,Galicia,2021M12,2021,4466
Pernoctaciones,África,Galicia,2021M11,2021,5716
Pernoctaciones,África,Galicia,2021M10,2021,6556
Pernoctaciones,África,Galicia,2021M09,2021,5959
Pernoctaciones,África,Galicia,2021M08,2021,5264
Pernoctaciones,África,Galicia,2021M07,2021,5363
Pernoctaciones,África,Galicia,2021M06,2021,3764
Pernoctaciones,África,Galicia,2021M05,2021,3439
Pernoctaciones,África,Galicia,2021M04,2021,3877
Pernoctaciones,África,Galicia,2021M03,2021,3724
Pernoctaciones,África,Galicia,2021M02,2021,3484
Pernoctaciones,África,Galicia,2021M01,2021,3199
Pernoctaciones,África,Galicia,2020M12,2020,6407
Pernoctaciones,África,Galicia,2020M11,2020,4799
Pernoctaciones,África,Galicia,2020M10,2020,6893
Pernoctaciones,África,Galicia,2020M09,2020,5738
Pernoctaciones,África,Galicia,2020M08,2020,7114
Pernoctaciones,África,Galicia,2020M07,2020,10390
Pernoctaciones,África,Galicia,2020M06,2020,3698
Pernoctaciones,África,Galicia,2020M05,2020,5128
Pernoctaciones,África,Galicia,2020M04,2020,4600
Pernoctaciones,África,Galicia,2020M03,2020,7464
Pernoctaciones,África,Galicia,2020M02,2020,8306
Pernoctaciones,África,Galicia,2020M01,2020,11197
Pernoctaciones,África,Galicia,2019M12,2019,9989
Pernoctaciones,África,Galicia,2019M11,2019,10952
Pernoctaciones,África,Galicia,2019M10,2019,11414
Pernoctaciones,África,Galicia,2019M09,2019,11335
Pernoctaciones,África,Galicia,2019M08,2019,9790
Pernoctaciones,África,Galicia,2019M07,2019,6608
Pernoctaciones,África,"Madrid, Comunidad de",2022M09,2022,81614
Pernoctaciones,África,"Madrid, Comunidad de",2022M08,2022,64737
Pernoctaciones,África,"Madrid, Comunidad de",2022M07,2022,53610
Pernoctaciones,África,"Madrid, Comunidad de",2022M06,2022,58171
Pernoctaciones,África,"Madrid, Comunidad de",2022M05,2022,60010
Pernoctaciones,África,"Madrid, Comunidad de",2022M04,2022,41332
Pernoctaciones,África,"Madrid, Comunidad de",2022M03,2022,44064
Pernoctaciones,África,"Madrid, Comunidad de",2022M02,2022,34985
Pernoctaciones,África,"Madrid, Comunidad de",2022M01,2022,33886
Pernoctaciones,África,"Madrid, Comunidad de",2021M12,2021,35778
Pernoctaciones,África,"Madrid, Comunidad de",2021M11,2021,44571
Pernoctaciones,África,"Madrid, Comunidad de",2021M10,2021,54344
Pernoctaciones,África,"Madrid, Comunidad de",2021M09,2021,40116
Pernoctaciones,África,"Madrid, Comunidad de",2021M08,2021,32577
Pernoctaciones,África,"Madrid, Comunidad de",2021M07,2021,29898
Pernoctaciones,África,"Madrid, Comunidad de",2021M06,2021,26139
Pernoctaciones,África,"Madrid, Comunidad de",2021M05,2021,22662
Pernoctaciones,África,"Madrid, Comunidad de",2021M04,2021,22181
Pernoctaciones,África,"Madrid, Comunidad de",2021M03,2021,27854
Pernoctaciones,África,"Madrid, Comunidad de",2021M02,2021,25077
Pernoctaciones,África,"Madrid, Comunidad de",2021M01,2021,21158
Pernoctaciones,África,"Madrid, Comunidad de",2020M12,2020,42996
Pernoctaciones,África,"Madrid, Comunidad de",2020M11,2020,32247
Pernoctaciones,África,"Madrid, Comunidad de",2020M10,2020,48642
Pernoctaciones,África,"Madrid, Comunidad de",2020M09,2020,37623
Pernoctaciones,África,"Madrid, Comunidad de",2020M08,2020,45966
Pernoctaciones,África,"Madrid, Comunidad de",2020M07,2020,44112
Pernoctaciones,África,"Madrid, Comunidad de",2020M06,2020,27861
Pernoctaciones,África,"Madrid, Comunidad de",2020M05,2020,34142
Pernoctaciones,África,"Madrid, Comunidad de",2020M04,2020,30494
Pernoctaciones,África,"Madrid, Comunidad de",2020M03,2020,68328
Pernoctaciones,África,"Madrid, Comunidad de",2020M02,2020,91460
Pernoctaciones,África,"Madrid, Comunidad de",2020M01,2020,120619
Pernoctaciones,África,"Madrid, Comunidad de",2019M12,2019,120450
Pernoctaciones,África,"Madrid, Comunidad de",2019M11,2019,104770
Pernoctaciones,África,"Madrid, Comunidad de",2019M10,2019,113158
Pernoctaciones,África,"Madrid, Comunidad de",2019M09,2019,92940
Pernoctaciones,África,"Madrid, Comunidad de",2019M08,2019,86133
Pernoctaciones,África,"Madrid, Comunidad de",2019M07,2019,63724
Pernoctaciones,África,"Murcia, Región de",2022M09,2022,60873
Pernoctaciones,África,"Murcia, Región de",2022M08,2022,54196
Pernoctaciones,África,"Murcia, Región de",2022M07,2022,32205
Pernoctaciones,África,"Murcia, Región de",2022M06,2022,42954
Pernoctaciones,África,"Murcia, Región de",2022M05,2022,41375
Pernoctaciones,África,"Murcia, Región de",2022M04,2022,29141
Pernoctaciones,África,"Murcia, Región de",2022M03,2022,35044
Pernoctaciones,África,"Murcia, Región de",2022M02,2022,31562
Pernoctaciones,África,"Murcia, Región de",2022M01,2022,31549
Pernoctaciones,África,"Murcia, Región de",2021M12,2021,27201
Pernoctaciones,África,"Murcia, Región de",2021M11,2021,32260
Pernoctaciones,África,"Murcia, Región de",2021M10,2021,37800
Pernoctaciones,África,"Murcia, Región de",2021M09,2021,29148
Pernoctaciones,África,"Murcia, Región de",2021M08,2021,25999
